,src_id,station_na,station_fi,historic_c,station_la,station_lo,station_el,first_year,last_year,geometry,grid_id,grid_id_distance,Slope_resorted,Slope_sorted
180,1362,SLAPTON,slapton,devon,50.293,-3.652,32,1961,2020,POINT (-3.652 50.293),0,267947.97222476156,6.42,11.45
181,1371,TEIGNMOUTH,teignmouth,devon,50.545,-3.495,3,1906,2020,POINT (-3.495 50.545),0,251360.03981542384,12.31,22.12
182,1382,HEMYOCK,hemyock,devon,50.909,-3.227,168,1978,2020,POINT (-3.227 50.909),10,227786.89695145356,8.98,13.25
183,1412,TREKNOW,treknow,cornwall,50.646,-4.755,100,1992,2020,POINT (-4.755 50.646),0,258559.40575270835,16.39,57.62
184,2515,BANK NEWTON NO 2,bank-newton-no-2,north-yorkshire,53.976,-2.134,128,2006,2020,POINT (-2.134 53.976),90,29877.418511234227,7.51,10.29
185,18985,LIVINGSTON MILL,livingston-mill,west-lothian-in-lothian-region,55.885,-3.546,108,1996,2020,POINT (-3.546 55.885),9,41587.10100067292,4.35,5.09
186,19193,CAWDOR CASTLE NO 2,cawdor-castle-no-2,nairnshire,57.525,-3.924,60,1997,2020,POINT (-3.924 57.525),9,150398.10735257,2.97,4.15
187,3805,TETFORD,tetford,lincolnshire,53.253,-0.009,59,1999,2020,POINT (-0.009 53.253),90,154713.66163180262,8.95,10.68
188,61875,BEWCASTLE,bewcastle,cumbria,55.065,-2.715,133,2013,2020,POINT (-2.715 55.065),57,509.0593490130136,11.63,21.99
189,17183,HUNT HALL FARM,hunt-hall-farm,durham,54.67,-2.229,370,1995,2020,POINT (-2.229 54.67),83,2043.386570985047,10.57,20.48
190,62004,OYNE NO 2,oyne-no-2,aberdeenshire,57.32,-2.545,116,2015,2020,POINT (-2.545 57.32),59,134211.22267205807,7.75,7.95
191,62015,"PORTPATRICK, CRAIGENLEE CROFT",portpatrick-craigenlee-croft,wigtownshire,54.863,-5.075,103,2015,2020,POINT (-5.075 54.863),6,100681.9637587378,6.98,6.76
192,62031,AMERSHAM FIELD CENTRE,amersham-field-centre,buckinghamshire,51.665,-0.657,150,2015,2020,POINT (-0.657 51.665),90,201913.45834208193,3.16,4.52
193,62037,MAULDS MEABURN,maulds-meaburn,cumbria,54.538,-2.582,183,2015,2020,POINT (-2.582 54.538),61,3772.72496577932,8.46,14.41
194,62039,BAINTOWN,baintown,fife,56.221,-3.043,123,2015,2020,POINT (-3.043 56.221),49,63064.09944176353,5.63,13.01
195,62076,"FORREST LODGE, BURNHEAD",forrest-lodge-burnhead,kirkcudbrightshire,55.144,-4.278,150,2016,2020,POINT (-4.278 55.144),6,49685.20875584085,7.04,17.54
196,4934,"LINGWOOD, STRUMPSHAW HILL",lingwood-strumpshaw-hill,norfolk,52.611,1.483,33,2009,2020,POINT (1.483 52.611),90,259627.09521903208,5.42,5.36
197,13298,BARWHILLANTY HOUSE,barwhillanty-house,kirkcudbrightshire,55.014,-3.997,125,1998,2020,POINT (-3.997 55.014),6,30495.76711601682,9.08,13.79
198,17310,"FETTERCAIRN, GLENSAUGH NO 2",fettercairn-glensaugh-no-2,kincardineshire,56.893,-2.542,171,1996,2020,POINT (-2.542 56.893),59,106644.31684963641,8.41,18.47
199,30084,BROADWINDSOR,broadwindsor,dorset,50.822,-2.79,161,2011,2020,POINT (-2.79 50.822),30,233935.59899693026,6.98,7.89
200,30448,LLANFYNYDD,llanfynydd,dyfed,51.919,-4.101,104,2014,2020,POINT (-4.101 51.919),0,167328.90913378642,12.51,26.12
201,14444,DUNROBIN CASTLE GARDENS,dunrobin-castle-gardens,sutherland,57.981,-3.943,6,2001,2020,POINT (-3.943 57.981),9,179723.0445855561,9.53,10.76
202,55890,PORT HENDERSON,port-henderson,ross-and-cromarty,57.696,-5.777,18,2013,2020,POINT (-5.777 57.696),9,217238.46280214394,9.0,23.29
203,56130,DAWYCK BOTANIC GARDEN,dawyck-botanic-garden,peebleshire,55.604,-3.323,183,2007,2020,POINT (-3.323 55.604),19,23658.2880084354,10.08,15.75
204,15381,"AUCHTERMUCHTY, ROSSIE",auchtermuchty-rossie,fife,56.299,-3.203,75,1997,2020,POINT (-3.203 56.299),29,68551.54140765077,7.7,10.5
205,7228,"RINGMER, BISHOPS LANE",ringmer-bishops-lane,east-sussex,50.897,0.058,23,2016,2020,POINT (0.058 50.897),90,268033.18820173485,3.33,4.51
206,56423,"MIDDLETON, HILLSIDE",middleton-hillside,derbyshire,53.099,-1.589,295,2009,2020,POINT (-1.589 53.099),90,92277.42183452273,13.32,45.23
207,7621,LINKENHOLT POST OFFICE,linkenholt-post-office,hampshire,51.32,-1.479,197,2013,2020,POINT (-1.479 51.32),90,205640.76493365385,6.66,14.32
208,24219,MANNINGTON HALL,mannington-hall,norfolk,52.844,1.179,30,1999,2020,POINT (1.179 52.844),90,235245.42156444845,2.99,2.8
209,57118,BUTE: ROTHESAY NO2,bute-rothesay-no2,buteshire,55.825,-5.056,36,2013,2020,POINT (-5.056 55.825),9,108175.87884858361,6.23,9.05
210,57233,MARGAM NO 2,margam-no-2,glamorganshire,51.555,-3.721,40,2013,2020,POINT (-3.721 51.555),0,186578.2646562179,6.15,7.01
